song_id,title,artist,album,duration,popularity,release_date
1aHy1ipWQRNauI0ee9uYfi,Fall Back,Lithe,Fall Back / Selfish Game,129,86,2024-03-21
49tdZnvKAnJP6Xb3PUucPD,MALAVITA,Coma_Cose,MALAVITA,166,63,2024-04-26
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",218,91,2024-04-05
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,FRI(END)S,148,91,2024-03-15
5ewubv7hwvNzi43bQ191Ix,MAMMAMÌ,Petit,MAMMAMÌ,183,62,2024-04-30
4oBXxS2vGRFQkAJCtDOhFI,Karibu,WITH U,Karibu,242,35,2024-03-29
7lNyxT1DgE7vE8RJDHNNxB,T'amo amore t'amo,Salvo Nicolosi,Salvo Nicolosi,247,41,1996
55JgCMrXnEr7efsSEaUjpd,Sexy Magica,Sarah,Sexy Magica,159,61,2024-04-30
4Q46G91LXPGAdUt5kc1QEQ,"Istinto Animale (feat. Guè, Annalisa, Ernia)",Don Joe,"Istinto Animale (feat. Guè, Annalisa, Ernia)",149,68,2024-05-10
0W7yvrUlkhdFvKB4KMxqS7,"SARÒ CON TE (feat. Lele Blade, Vale Lambo, MV Killa, Yung Snapp) - Original Soundtrack",SLF,"SARÒ CON TE (feat. Lele Blade, Vale Lambo, MV Killa, Yung Snapp) [Original Soundtrack]",273,68,2024-05-03
11cCGCbIlTUKQre6XjemY7,Buona Sera - Ciao Ciao,Mauro,Buona Sera - Ciao Ciao,232,55,2007-04-15
4sgMbwl9lXGyHcHmtFYGMm,Supernova,aespa,Armageddon - The 1st Album,178,65,2024-05-27
3r9OpHiEaeMaBOa7kVtWtC,Tengo Un Plan,Key-Key,Tengo Un Plan,189,80,2024-01-07
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,"Where I've Been, Isn't Where I'm Going",171,11,2024-05-31
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,Espresso,175,100,2024-04-12
62HKW77nt6tudsIHXT2A0M,Come back to me,RM,"Right Place, Wrong Person",388,75,2024-05-24
5VZ0soW5syQfefCUj603DW,MASHA ULTRAFUNK,HISTED,MASHA ULTRAFUNK,93,80,2024-03-07
7zLDRlMwAG0twTs3d3I73s,Oblò,Ele A,Acqua,137,50,2024-05-09
0uHrMbMv3c78398pIANDqR,Europapa,Joost,Europapa,160,87,2024-02-29
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,Not Like Us,274,98,2024-05-04
7wS6IxdgI4w2BEtQWyYxlU,On The Corner,Lorenzo Di Giovanni,On The Corner,174,46,2024-03-26
48lxT5qJF0yYyf2z4wB4xW,Pedro,Jaxomy,Pedro,144,91,2024-03-29
1xeIvccuZq4DiqqmZDSbAg,Ronald,Falling In Reverse,Ronald,196,77,2024-05-07
3i4rci1J95OdMxer9kxjqW,Le parole più grandi,Coez,Niente che non va,224,56,2015-09-04
4dRYlZtS7kYfWxkYfMPTe7,Cheap Thrills,Vitamin String Quartet,"VSQ Performs the Hits of 2016, Vol. 2",207,50,2016-08-26
71fMSQmyeru8PFEIRlsC5M,LEI È ITALIANA,Lil Manzi,LEI È ITALIANA,108,51,2024-04-26
6a9Z1jUms915w4O7N1PxjY,Santa,Rvssian,Santa,193,77,2024-04-03
3Tk7eEuh7bMDIAdYfSG3tb,KARMA,The Kolors,KARMA,201,63,2024-05-03
20pNzD0qOcH1oWrD0q5xS7,EX,Cioffi,EX,177,42,2024-04-19
1cyes3Q6UBIIZukTDA4ExV,64 BARRE DA CENSURA (Red Bull 64 Bars),Kid Yugi,I Nomi del Diavolo,187,48,2024-03-01
656s15tbLUO8m36U9UTYqU,SCUSI MAESTRA (feat. Tedua),Articolo 31,PROTOMARANZA,176,63,2024-05-10
3HpaV46FMvO52VbH0wuxpP,Guard Down,August Moon,The Idea of You (Original Motion Picture Soundtrack),153,72,2024-05-02
